label,unique_id,ros_bag_name,measurement_day,split,field_center_latitude,field_center_longitude,cultivar,pin_color,weight_g_inctack,x1_length_mm,x2_width_mm,x3_depth_mm,x1_circ_cm,x2_circ_cm,volume_ml,volume_metashape,note
186334,186334,field_okadasan_sarabetsu_06,04-09-2023,test,42.603157,143.171165,MayQueen,purple,,,,,,,,,tracking
186335,186335,field_okadasan_sarabetsu_06,04-09-2023,test,42.603157,143.171165,MayQueen,black,,,,,,,,,tracking
186336,186336,field_okadasan_sarabetsu_06,04-09-2023,test,42.603157,143.171165,MayQueen,red,,,,,,,,,tracking
186337,186337,field_okadasan_sarabetsu_06,04-09-2023,test,42.603157,143.171165,MayQueen,yellow,,,,,,,,,tracking
186338,186338,field_okadasan_sarabetsu_06,04-09-2023,test,42.603157,143.171165,MayQueen,cyan,,,,,,,,,tracking
186339,186339,field_okadasan_sarabetsu_06,04-09-2023,test,42.603157,143.171165,MayQueen,blue,,,,,,,,,tracking
186340,186340,field_okadasan_sarabetsu_06,04-09-2023,test,42.603157,143.171165,MayQueen,pink,,,,,,,,,tracking
186341,186341,field_okadasan_sarabetsu_06,04-09-2023,test,42.603157,143.171165,MayQueen,white,,,,,,,,,tracking
186342,186342,field_okadasan_sarabetsu_06,04-09-2023,test,42.603157,143.171165,MayQueen,black,,,,,,,,,tracking
186343,186343,field_okadasan_sarabetsu_06,04-09-2023,test,42.603157,143.171165,MayQueen,magenta,,,,,,,,,tracking
186344,186344,field_okadasan_sarabetsu_06,04-09-2023,test,42.603157,143.171165,MayQueen,red,,,,,,,,,tracking
186345,186345,field_okadasan_sarabetsu_06,04-09-2023,test,42.603157,143.171165,MayQueen,green,,,,,,,,,tracking
186346,186346,field_okadasan_sarabetsu_06,04-09-2023,test,42.603157,143.171165,MayQueen,purple,,,,,,,,,tracking
186347,186347,field_okadasan_sarabetsu_06,04-09-2023,test,42.603157,143.171165,MayQueen,yellow,,,,,,,,,tracking
186348,186348,field_okadasan_sarabetsu_06,04-09-2023,test,42.603157,143.171165,MayQueen,blue,,,,,,,,,tracking
186349,186349,field_okadasan_sarabetsu_06,04-09-2023,test,42.603157,143.171165,MayQueen,cyan,,,,,,,,,tracking
186350,186350,field_okadasan_sarabetsu_06,04-09-2023,test,42.603157,143.171165,MayQueen,white,,,,,,,,,tracking
186351,186351,field_okadasan_sarabetsu_06,04-09-2023,test,42.603157,143.171165,MayQueen,pink,,,,,,,,,tracking
186352,186352,field_okadasan_sarabetsu_06,04-09-2023,test,42.603157,143.171165,MayQueen,magenta,,,,,,,,,tracking
186353,186353,field_okadasan_sarabetsu_06,04-09-2023,test,42.603157,143.171165,MayQueen,black,,,,,,,,,tracking
186354,186354,field_okadasan_sarabetsu_06,04-09-2023,test,42.603157,143.171165,MayQueen,purple,,,,,,,,,tracking
186355,186355,field_okadasan_sarabetsu_06,04-09-2023,test,42.603157,143.171165,MayQueen,green,,,,,,,,,tracking
186356,186356,field_okadasan_sarabetsu_06,04-09-2023,test,42.603157,143.171165,MayQueen,blue,,,,,,,,,tracking
186357,186357,field_okadasan_sarabetsu_06,04-09-2023,test,42.603157,143.171165,MayQueen,red,,,,,,,,,tracking
186358,186358,field_okadasan_sarabetsu_06,04-09-2023,test,42.603157,143.171165,MayQueen,yellow,,,,,,,,,tracking
186359,186359,field_okadasan_sarabetsu_06,04-09-2023,test,42.603157,143.171165,MayQueen,cyan,,,,,,,,,tracking
186360,186360,field_okadasan_sarabetsu_06,04-09-2023,test,42.603157,143.171165,MayQueen,white,,,,,,,,,tracking
186361,186361,field_okadasan_sarabetsu_06,04-09-2023,test,42.603157,143.171165,MayQueen,magenta,,,,,,,,,tracking
186362,186362,field_okadasan_sarabetsu_06,04-09-2023,test,42.603157,143.171165,MayQueen,green,,,,,,,,,tracking
186363,186363,field_okadasan_sarabetsu_06,04-09-2023,test,42.603157,143.171165,MayQueen,pink,,,,,,,,,tracking
186364,186364,field_okadasan_sarabetsu_06,04-09-2023,test,42.603157,143.171165,MayQueen,purple,,,,,,,,,tracking
186365,186365,field_okadasan_sarabetsu_06,04-09-2023,test,42.603157,143.171165,MayQueen,blue,,,,,,,,,tracking
186366,186366,field_okadasan_sarabetsu_06,04-09-2023,test,42.603157,143.171165,MayQueen,black,,,,,,,,,tracking
186367,186367,field_okadasan_sarabetsu_06,04-09-2023,test,42.603157,143.171165,MayQueen,white,,,,,,,,,tracking
186368,186368,field_okadasan_sarabetsu_06,04-09-2023,test,42.603157,143.171165,MayQueen,green,,,,,,,,,tracking
186369,186369,field_okadasan_sarabetsu_06,04-09-2023,test,42.603157,143.171165,MayQueen,red,,,,,,,,,tracking
186370,186370,field_okadasan_sarabetsu_06,04-09-2023,test,42.603157,143.171165,MayQueen,pink,,,,,,,,,tracking
186371,186371,field_okadasan_sarabetsu_06,04-09-2023,test,42.603157,143.171165,MayQueen,yellow,,,,,,,,,tracking
186372,186372,field_okadasan_sarabetsu_06,04-09-2023,test,42.603157,143.171165,MayQueen,cyan,,,,,,,,,tracking
186373,186373,field_okadasan_sarabetsu_06,04-09-2023,test,42.603157,143.171165,MayQueen,magenta,,,,,,,,,tracking
186374,186374,field_okadasan_sarabetsu_06,04-09-2023,test,42.603157,143.171165,MayQueen,purple,,,,,,,,,tracking
186375,186375,field_okadasan_sarabetsu_06,04-09-2023,test,42.603157,143.171165,MayQueen,black,,,,,,,,,tracking
186376,186376,field_okadasan_sarabetsu_06,04-09-2023,test,42.603157,143.171165,MayQueen,blue,,,,,,,,,tracking
186377,186377,field_okadasan_sarabetsu_06,04-09-2023,test,42.603157,143.171165,MayQueen,red,,,,,,,,,tracking
186378,186378,field_okadasan_sarabetsu_06,04-09-2023,test,42.603157,143.171165,MayQueen,cyan,,,,,,,,,tracking
186379,186379,field_okadasan_sarabetsu_06,04-09-2023,test,42.603157,143.171165,MayQueen,yellow,,,,,,,,,tracking
186380,186380,field_okadasan_sarabetsu_06,04-09-2023,test,42.603157,143.171165,MayQueen,magenta,,,,,,,,,tracking
186381,186381,field_okadasan_sarabetsu_06,04-09-2023,test,42.603157,143.171165,MayQueen,white,,,,,,,,,tracking
186382,186382,field_okadasan_sarabetsu_06,04-09-2023,test,42.603157,143.171165,MayQueen,green,,,,,,,,,tracking
186383,186383,field_okadasan_sarabetsu_06,04-09-2023,test,42.603157,143.171165,MayQueen,pink,,,,,,,,,tracking
186384,186384,field_okadasan_sarabetsu_06,04-09-2023,test,42.603157,143.171165,MayQueen,purple,,,,,,,,,tracking
186385,186385,field_okadasan_sarabetsu_06,04-09-2023,test,42.603157,143.171165,MayQueen,red,,,,,,,,,tracking
186386,186386,field_okadasan_sarabetsu_06,04-09-2023,test,42.603157,143.171165,MayQueen,yellow,,,,,,,,,tracking
186387,186387,field_okadasan_sarabetsu_06,04-09-2023,test,42.603157,143.171165,MayQueen,blue,,,,,,,,,tracking
186388,186388,field_okadasan_sarabetsu_06,04-09-2023,test,42.603157,143.171165,MayQueen,black,,,,,,,,,tracking
186389,186389,field_okadasan_sarabetsu_06,04-09-2023,test,42.603157,143.171165,MayQueen,cyan,,,,,,,,,tracking
186390,186390,field_okadasan_sarabetsu_06,04-09-2023,test,42.603157,143.171165,MayQueen,pink,,,,,,,,,tracking
186391,186391,field_okadasan_sarabetsu_06,04-09-2023,test,42.603157,143.171165,MayQueen,white,,,,,,,,,tracking
186392,186392,field_okadasan_sarabetsu_06,04-09-2023,test,42.603157,143.171165,MayQueen,blue,,,,,,,,,tracking
186393,186393,field_okadasan_sarabetsu_06,04-09-2023,test,42.603157,143.171165,MayQueen,yellow,,,,,,,,,tracking
186394,186394,field_okadasan_sarabetsu_06,04-09-2023,test,42.603157,143.171165,MayQueen,cyan,,,,,,,,,tracking
186395,186395,field_okadasan_sarabetsu_06,04-09-2023,test,42.603157,143.171165,MayQueen,black,,,,,,,,,tracking
186396,186396,field_okadasan_sarabetsu_06,04-09-2023,test,42.603157,143.171165,MayQueen,red,,,,,,,,,tracking
186397,186397,field_okadasan_sarabetsu_06,04-09-2023,test,42.603157,143.171165,MayQueen,green,,,,,,,,,tracking
186398,186398,field_okadasan_sarabetsu_06,04-09-2023,test,42.603157,143.171165,MayQueen,white,,,,,,,,,tracking
186399,186399,field_okadasan_sarabetsu_06,04-09-2023,test,42.603157,143.171165,MayQueen,purple,,,,,,,,,tracking
186400,186400,field_okadasan_sarabetsu_06,04-09-2023,test,42.603157,143.171165,MayQueen,pink,,,,,,,,,tracking
186401,186401,field_okadasan_sarabetsu_06,04-09-2023,test,42.603157,143.171165,MayQueen,magenta,,,,,,,,,tracking
186402,186402,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,white,,,,,,,,,tracking
186403,186403,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,green,,,,,,,,,tracking
186404,186404,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,pink,,,,,,,,,tracking
186405,186405,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,purple,,,,,,,,,tracking
186406,186406,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,black,,,,,,,,,tracking
186407,186407,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,blue,,,,,,,,,tracking
186408,186408,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,red,,,,,,,,,tracking
186409,186409,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,yellow,,,,,,,,,tracking
186410,186410,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,cyan,,,,,,,,,tracking
186411,186411,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,white,,,,,,,,,tracking
186412,186412,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,pink,,,,,,,,,tracking
186413,186413,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,magenta,,,,,,,,,tracking
186414,186414,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,green,,,,,,,,,tracking
186415,186415,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,purple,,,,,,,,,tracking
186416,186416,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,black,,,,,,,,,tracking
186417,186417,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,blue,,,,,,,,,tracking
186418,186418,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,red,,,,,,,,,tracking
186419,186419,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,yellow,,,,,,,,,tracking
186420,186420,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,cyan,,,,,,,,,tracking
186421,186421,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,white,,,,,,,,,tracking
186422,186422,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,pink,,,,,,,,,tracking
186423,186423,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,magenta,,,,,,,,,tracking
186424,186424,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,green,,,,,,,,,tracking
186425,186425,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,purple,,,,,,,,,tracking
186426,186426,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,black,,,,,,,,,tracking
186427,186427,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,blue,,,,,,,,,tracking
186428,186428,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,red,,,,,,,,,tracking
186429,186429,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,yellow,,,,,,,,,tracking
186430,186430,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,cyan,,,,,,,,,tracking
186432,186432,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,white,,,,,,,,,tracking
186433,186433,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,pink,,,,,,,,,tracking
186434,186434,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,magenta,,,,,,,,,tracking
186435,186435,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,green,,,,,,,,,tracking
186436,186436,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,purple,,,,,,,,,tracking
187334,187334,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,black,,,,,,,,,tracking
187335,187335,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,blue,,,,,,,,,tracking
187336,187336,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,red,,,,,,,,,tracking
187337,187337,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,yellow,,,,,,,,,tracking
187338,187338,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,cyan,,,,,,,,,tracking
187339,187339,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,white,,,,,,,,,tracking
187340,187340,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,pink,,,,,,,,,tracking
187341,187341,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,magenta,,,,,,,,,tracking
187342,187342,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,green,,,,,,,,,tracking
187343,187343,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,purple,,,,,,,,,tracking
187344,187344,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,black,,,,,,,,,tracking
187345,187345,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,blue,,,,,,,,,tracking
187346,187346,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,red,,,,,,,,,tracking
187347,187347,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,yellow,,,,,,,,,tracking
187348,187348,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,cyan,,,,,,,,,tracking
187349,187349,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,white,,,,,,,,,tracking
187350,187350,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,pink,,,,,,,,,tracking
187351,187351,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,magenta,,,,,,,,,tracking
187352,187352,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,green,,,,,,,,,tracking
187353,187353,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,purple,,,,,,,,,tracking
187354,187354,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,black,,,,,,,,,tracking
187355,187355,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,blue,,,,,,,,,tracking
187356,187356,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,red,,,,,,,,,tracking
187357,187357,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,yellow,,,,,,,,,tracking
187358,187358,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,cyan,,,,,,,,,tracking
187359,187359,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,white,,,,,,,,,tracking
187360,187360,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,pink,,,,,,,,,tracking
187361,187361,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,magenta,,,,,,,,,tracking
187362,187362,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,green,,,,,,,,,tracking
187363,187363,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,purple,,,,,,,,,tracking
187364,187364,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,black,,,,,,,,,tracking
187365,187365,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,blue,,,,,,,,,tracking
187366,187366,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,red,,,,,,,,,tracking
187367,187367,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,yellow,,,,,,,,,tracking
187368,187368,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,cyan,,,,,,,,,tracking
187369,187369,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,white,,,,,,,,,tracking
187370,187370,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,pink,,,,,,,,,tracking
187371,187371,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,magenta,,,,,,,,,tracking
187372,187372,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,green,,,,,,,,,tracking
187373,187373,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,purple,,,,,,,,,tracking
187374,187374,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,black,,,,,,,,,tracking
187375,187375,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,blue,,,,,,,,,tracking
187376,187376,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,red,,,,,,,,,tracking
187377,187377,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,yellow,,,,,,,,,tracking
187378,187378,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,cyan,,,,,,,,,tracking
187379,187379,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,white,,,,,,,,,tracking
187380,187380,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,pink,,,,,,,,,tracking
187381,187381,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,magenta,,,,,,,,,tracking
187382,187382,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,green,,,,,,,,,tracking
187383,187383,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,purple,,,,,,,,,tracking
187384,187384,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,black,,,,,,,,,tracking
187385,187385,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,blue,,,,,,,,,tracking
187386,187386,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,red,,,,,,,,,tracking
187387,187387,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,yellow,,,,,,,,,tracking
187388,187388,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,cyan,,,,,,,,,tracking
187389,187389,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,white,,,,,,,,,tracking
187390,187390,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,pink,,,,,,,,,tracking
187391,187391,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,magenta,,,,,,,,,tracking
187392,187392,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,green,,,,,,,,,tracking
187393,187393,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,purple,,,,,,,,,tracking
187394,187394,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,black,,,,,,,,,tracking
187395,187395,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,blue,,,,,,,,,tracking
187396,187396,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,red,,,,,,,,,tracking
187397,187397,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,yellow,,,,,,,,,tracking
187398,187398,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,cyan,,,,,,,,,tracking
187399,187399,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,white,,,,,,,,,tracking
187400,187400,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,pink,,,,,,,,,tracking
187401,187401,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,magenta,,,,,,,,,tracking
187402,187402,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,green,,,,,,,,,tracking
187403,187403,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,purple,,,,,,,,,tracking
187404,187404,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,black,,,,,,,,,tracking
187405,187405,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,blue,,,,,,,,,tracking
187406,187406,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,red,,,,,,,,,tracking
187407,187407,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,yellow,,,,,,,,,tracking
187408,187408,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,cyan,,,,,,,,,tracking
187409,187409,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,white,,,,,,,,,tracking
187410,187410,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,pink,,,,,,,,,tracking
187411,187411,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,magenta,,,,,,,,,tracking
187412,187412,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,green,,,,,,,,,tracking
187413,187413,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,purple,,,,,,,,,tracking
187414,187414,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,black,,,,,,,,,tracking
187415,187415,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,blue,,,,,,,,,tracking
187416,187416,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,red,,,,,,,,,tracking
187417,187417,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,yellow,,,,,,,,,tracking
187418,187418,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,cyan,,,,,,,,,tracking
187419,187419,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,white,,,,,,,,,tracking
187420,187420,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,pink,,,,,,,,,tracking
187421,187421,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,magenta,,,,,,,,,tracking
187422,187422,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,green,,,,,,,,,tracking
187423,187423,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,purple,,,,,,,,,tracking
187424,187424,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,black,,,,,,,,,tracking
187425,187425,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,blue,,,,,,,,,tracking
187426,187426,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,red,,,,,,,,,tracking
187427,187427,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,yellow,,,,,,,,,tracking
187428,187428,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,cyan,,,,,,,,,tracking
187429,187429,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,white,,,,,,,,,tracking
187430,187430,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,pink,,,,,,,,,tracking
187431,187431,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,magenta,,,,,,,,,tracking
187432,187432,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,green,,,,,,,,,tracking
187433,187433,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,purple,,,,,,,,,tracking
187434,187434,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,black,,,,,,,,,tracking
187435,187435,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,blue,,,,,,,,,tracking
187436,187436,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,red,,,,,,,,,tracking
187437,187437,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,yellow,,,,,,,,,tracking
187438,187438,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,cyan,,,,,,,,,tracking
187439,187439,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,white,,,,,,,,,tracking
187440,187440,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,pink,,,,,,,,,tracking
187441,187441,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,magenta,,,,,,,,,tracking
187442,187442,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,green,,,,,,,,,tracking
187443,187443,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,purple,,,,,,,,,tracking
187444,187444,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,black,,,,,,,,,tracking
187445,187445,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,blue,,,,,,,,,tracking
187446,187446,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,red,,,,,,,,,tracking
187447,187447,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,yellow,,,,,,,,,tracking
187448,187448,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,cyan,,,,,,,,,tracking
187449,187449,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,white,,,,,,,,,tracking
187450,187450,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,pink,,,,,,,,,tracking
187451,187451,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,magenta,,,,,,,,,tracking
187452,187452,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,green,,,,,,,,,tracking
187453,187453,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,purple,,,,,,,,,tracking
187454,187454,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,black,,,,,,,,,tracking
187455,187455,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,blue,,,,,,,,,tracking
187456,187456,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,red,,,,,,,,,tracking
187457,187457,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,yellow,,,,,,,,,tracking
187458,187458,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,cyan,,,,,,,,,tracking
187459,187459,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,white,,,,,,,,,tracking
187460,187460,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,pink,,,,,,,,,tracking
187463,187463,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,magenta,,,,,,,,,tracking
187464,187464,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,green,,,,,,,,,tracking
187465,187465,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,purple,,,,,,,,,tracking
187466,187466,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,black,,,,,,,,,tracking
187467,187467,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,blue,,,,,,,,,tracking
187468,187468,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,red,,,,,,,,,tracking
187469,187469,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,yellow,,,,,,,,,tracking
187470,187470,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,cyan,,,,,,,,,tracking
187471,187471,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,white,,,,,,,,,tracking
187472,187472,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,pink,,,,,,,,,tracking
187473,187473,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,magenta,,,,,,,,,tracking
187474,187474,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,green,,,,,,,,,tracking
187475,187475,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,purple,,,,,,,,,tracking
187476,187476,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,black,,,,,,,,,tracking
187477,187477,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,blue,,,,,,,,,tracking
187478,187478,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,red,,,,,,,,,tracking
187479,187479,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,yellow,,,,,,,,,tracking
187480,187480,20240919_row_124,19-09-2024,test,42.616872,143.174312,Kitahime,cyan,,,,,,,,,tracking
